id,user_id,tweeted_at,content
f8c4c7a2-ed2e-4df3-a4e5-1bac119be421,00d79f8a-5cfb-4d14-8826-6366ecd0ac13,2026-02-27 07:09:00,Jaffles from the Jaffle Shop are amazing! Ordered a for richer or pourover .
ecd6fcdc-0c26-46a2-b8c2-80d4bc0647e5,5d329fea-9242-4e95-8a97-b116d0fd2cf0,2026-02-27 15:33:00,Jaffle Shop again. Ordered a tangaroo and a doctor stew. This place is terrible.
0a11b89f-47af-4a98-9c8e-f6430f9ec030,64b4b3ea-f954-4354-8c60-566dca81616a,2026-02-27 08:44:00,Jaffles from the Jaffle Shop are fantastic! Ordered a for richer or pourover  and a flame impala.
2282994e-cd18-439e-b02c-e99b7f5789aa,491175e5-5e2e-4f4d-b094-b72cb8749095,2026-02-27 09:49:00,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
34e9ea2e-1641-4a09-bbed-5c610229f496,3aca301a-dc52-493f-ab9f-6a02ac20cafa,2026-02-27 08:43:00,Jaffles from the Jaffle Shop are sooo gooood! Ordered a vanilla ice.
8fffe40c-6451-4b81-a364-542f52706ae3,4483ba15-1744-4a32-814d-b69c9306cb52,2026-02-27 10:35:00,Jaffles from the Jaffle Shop are sooo gooood! Ordered a tangaroo and a mel-bun.
7dc6c604-5a03-4e37-a0be-6046722b1699,2594f12f-2a70-4fd9-b475-abd2f0a2ca77,2026-02-27 08:07:00,Jaffles from the Jaffle Shop are the best! Ordered a adele-ade and a doctor stew.
42fa00be-1df1-46fa-832a-ae89f1fa6ad2,c50f22f5-8857-4014-8cae-47dac923b280,2026-02-27 09:42:00,Jaffles from the Jaffle Shop are fantastic! Ordered a vanilla ice.
9e8d7c37-b56c-4beb-8ae6-f5ff7f5d5ca2,a1e401e7-94a3-47f2-ad87-20f8a4550f03,2026-02-27 10:01:00,Jaffle shop is average. Ordered a chai and mighty.
b421d70e-c5c0-4d72-8e08-93d42ba3690e,cec8b641-f552-4f84-b689-e1fe01384d3c,2026-02-27 09:57:00,Jaffle Shop again. Ordered a for richer or pourover  and a the krautback. This place is inedible.
60d019a5-e49a-460e-b7c8-a894655c14e7,f8967124-e97a-4576-be5c-f97c2c82568d,2026-02-27 09:38:00,Jaffles from the Jaffle Shop are the best! Ordered a tangaroo.
a0cdfccb-615f-4bbb-b53f-e9eeb4ff143d,479a0d3b-9107-457f-bf0b-db11898b482d,2026-02-27 07:17:00,Jaffles from the Jaffle Shop are amazing! Ordered a for richer or pourover .
0beb6188-4314-4f10-a4e6-331b52ad8600,a68ee7a6-9598-499e-8941-9d873f4f4533,2026-02-27 07:32:00,Jaffle Shop again. Ordered a for richer or pourover . This place is awful.
48e60799-df7c-4910-ad0f-404a0fe9cf80,a8760ab4-9413-4658-a29c-680b0ee65ea8,2026-02-27 11:02:00,Jaffle shop is average. Ordered a chai and mighty and a nutellaphone who dis?.
6691d7cb-3a65-4c61-932a-db3b86d95748,2a65518a-629a-4257-b0d6-01b1a02f5077,2026-02-27 11:03:00,Jaffle shop is pretty decent. Ordered a for richer or pourover  and a the krautback.
d59e49eb-4d37-4c9f-9a68-6b4857110285,7fe16434-185f-42fc-8fc8-e5bfa4197359,2026-02-27 09:33:00,Jaffle Shop again. Ordered a for richer or pourover  and a the krautback. This place is gross.
e47e6d07-62b5-48d8-b6e1-0244942bd6ad,602b5113-0be8-44eb-be64-e31076060ff5,2026-02-27 07:26:00,Jaffle Shop again. Ordered a tangaroo. This place is disgusting.
eeea1552-d04e-473b-b6b7-7dc36cffbc9d,0fb491f8-3672-471b-9f31-d294e4391d21,2026-02-27 08:50:00,Jaffles from the Jaffle Shop are fantastic! Ordered a for richer or pourover  and a the krautback.
b85d9a1c-39fc-42e0-b30b-a0fda2d1d66f,811782af-d175-47a9-89f1-ea6de9d70796,2026-02-27 08:49:00,Jaffle Shop again. Ordered a adele-ade. This place is awful.
aa408413-74f3-47b2-b5e3-563db3a34eae,7fc55d37-53eb-4cf5-a88c-d7cfb9c5fc02,2026-02-27 11:29:00,Jaffle Shop again. Ordered a chai and mighty and a doctor stew. This place is gross.
27c58ef4-785a-4125-8757-b3c2946fc6e0,efe81388-e6ea-4093-a587-6ea5ca4b5f11,2026-02-27 10:48:00,Jaffle Shop again. Ordered a chai and mighty. This place is the worst.
69949d54-0570-4df3-88c0-2121c2ab1836,a5fe308d-e0bd-4c2b-aee0-72e28b93a3e0,2026-02-27 08:24:00,Jaffles from the Jaffle Shop are amazing! Ordered a for richer or pourover .
06c831d0-e265-4a3a-baf7-50397efba6de,d379e025-427e-4487-b0d9-14aa47ca6ac7,2026-02-27 11:59:00,Jaffles from the Jaffle Shop are the best! Ordered a chai and mighty.
ef04386d-f742-448e-a91d-7e1eeba7b425,63777695-243d-4587-a336-125b9bb3e849,2026-02-27 10:58:00,Jaffle shop is okay. Ordered a for richer or pourover .
f6ef7738-20e1-4359-bf80-b3c625668b95,265ff9a1-2a7e-4327-94ed-0f35dd7bedb5,2026-02-27 07:30:00,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty.
46eefb8f-0538-4268-b9dc-a927148ea683,76ef75bb-1dce-45b6-8b24-20e3b7d527f1,2026-02-27 07:38:00,Jaffle Shop again. Ordered a for richer or pourover . This place is awful.
9b41b131-ec9a-4eb1-bf7e-7f149b91a6c9,86072718-9685-4176-b0ae-4b28c4855c02,2026-02-27 07:25:00,Jaffle Shop again. Ordered a chai and mighty and a doctor stew. This place is awful.
0d11f059-368d-4de1-8ee7-64a57339d0a9,9f69e52a-c3e5-4e55-8bfa-215077ee7839,2026-02-27 07:28:00,Jaffle shop is just meh. Ordered a for richer or pourover .
ad9fddc3-583b-4830-82ad-3a5a03c50b05,bbdcd868-acd3-4f8e-ab70-c5e26994b303,2026-02-27 09:45:00,Jaffles from the Jaffle Shop are sooo gooood! Ordered a chai and mighty.
86795df2-f4dd-4548-97ad-6422f6408669,abecc8e2-a2e2-44df-a453-f536eb8a67d3,2026-02-27 07:26:00,Jaffle Shop again. Ordered a chai and mighty and a doctor stew. This place is disgusting.
a2aff695-9db9-4ac5-9b82-f75562ebebbb,9b47e477-5f42-4ffd-a808-3891617efcfd,2026-02-27 09:17:00,Jaffles from the Jaffle Shop are amazing! Ordered a for richer or pourover  and a the krautback.
e8f71f4e-db3d-4433-b6bc-8caa94e28ec7,cb09751e-0da5-483d-9d3f-4ea75e11878f,2026-02-27 10:33:00,Jaffle Shop again. Ordered a tangaroo and a the krautback. This place is gross.
ffee9a1f-fa60-4061-9c75-e8d50b0dfc95,fe32785e-e3c5-488b-ac8e-275664ae828c,2026-02-27 08:55:00,Jaffle Shop again. Ordered a chai and mighty and a doctor stew. This place is terrible.
aa0c8113-8048-47eb-8f1a-e6a1b780c9af,2441336e-6d0a-4fbf-8cd9-f71a86977e87,2026-02-27 10:27:00,Jaffles from the Jaffle Shop are awesome! Ordered a chai and mighty and a the krautback.
27ed76da-05de-4cef-8098-d0072b4ace0f,92319441-3d4c-4fd2-a30b-1b342e35c47a,2026-02-27 09:52:00,Jaffles from the Jaffle Shop are sooo gooood! Ordered a tangaroo.
ba72268c-e4bd-4958-b362-0911a8dd0e76,f9ff2175-4c11-4c5a-8820-f3e1b2992924,2026-02-27 10:45:00,Jaffle Shop again. Ordered a vanilla ice. This place is the worst.
4ba9377c-57b8-44cf-b55c-932e4d919d4c,7747d3e1-b7da-4daf-bbb7-207723f95ecd,2026-02-27 09:28:00,Jaffles from the Jaffle Shop are awesome! Ordered a chai and mighty and a the krautback.
cb46e70b-4f17-44bc-af45-e9afc8bfcdbf,718fd823-738d-4e6e-ba00-48fd7fb95b96,2026-02-27 09:36:00,Jaffles from the Jaffle Shop are my favorite! Ordered a chai and mighty and a the krautback.
c81043cb-6767-4622-a593-97c105cc8906,05b3f73e-192a-492d-9555-3293d6f53117,2026-02-27 07:59:00,Jaffle Shop again. Ordered a chai and mighty. This place is awful.
37fd183e-56f8-4ef6-8cd1-409948875063,dac5fbe5-c153-4e10-b331-356b2c888025,2026-02-27 09:40:00,Jaffles from the Jaffle Shop are my favorite! Ordered a chai and mighty.
76187d74-404f-42fe-b120-5620373ef3f3,15a22ce9-ee19-47fa-9b5f-7ee44cd7144d,2026-02-27 10:41:00,Jaffles from the Jaffle Shop are the best! Ordered a for richer or pourover .
85a4df28-2729-4289-94ef-e8084cc38b2e,9b80e291-495b-4aba-bbd1-208d1e7fa628,2026-02-27 10:11:00,Jaffles from the Jaffle Shop are awesome! Ordered a tangaroo and a flame impala.
81443f17-74ab-4dc5-98c7-a10dec43c48c,76ac9a4e-37be-4e06-8229-af06ed708f82,2026-02-27 09:48:00,Jaffles from the Jaffle Shop are my favorite! Ordered a tangaroo and a mel-bun.
283016a5-16d6-4734-90c1-d4185250d1d2,b381e6e3-7915-49cc-9169-3d36d8961478,2026-02-27 10:56:00,Jaffle Shop again. Ordered a vanilla ice. This place is inedible.
e24ddc6d-6a89-4ddc-b991-d9b174a1ede1,24358e36-bd83-4808-b9f0-071e28cb9dd6,2026-02-27 10:07:00,Jaffle shop is pretty decent. Ordered a adele-ade.
af2f3e14-ab72-46a4-beb2-068dd9c8d1cd,8f6318f6-656c-4ae5-85f1-3106c912ce7d,2026-02-27 09:42:00,Jaffles from the Jaffle Shop are delicious! Ordered a for richer or pourover .
1d89baff-4e02-4593-acaa-848b057575a3,a9580f90-946b-4619-9a9e-51fd6191986a,2026-02-27 07:58:00,Jaffles from the Jaffle Shop are delicious! Ordered a adele-ade and a doctor stew.
407f1258-94b4-428d-bdd9-7c4203e81621,98bad76a-f270-42a2-bfa6-7e53e5676f54,2026-02-27 09:44:00,Jaffles from the Jaffle Shop are awesome! Ordered a tangaroo and a flame impala.
fdcc4462-07b1-4d7b-a8ed-f2381f1ae909,f94d72a5-618c-4b73-a41e-34ddc753b5a4,2026-02-27 14:30:00,Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade.
b7b1e8f8-7675-4ffa-b3d3-d0edee1b10ff,883214c2-e2b0-49b1-b78d-a2aa80f7290b,2026-02-27 09:05:00,Jaffle shop is alright. Ordered a chai and mighty.
503c0645-7eba-4a39-a4f2-968535c51835,2a52d1f6-e1e3-48eb-a099-88cf810af0ac,2026-02-27 08:05:00,Jaffles from the Jaffle Shop are awesome! Ordered a adele-ade.
9e9271b0-b8e4-4bb8-b6d6-7ce4429c6668,3f916176-e432-43ad-8c1e-1f748135093a,2026-02-27 07:11:00,Jaffle Shop again. Ordered a for richer or pourover . This place is the worst.
d1ce29ba-1d7d-43e4-b487-50f99bdf8b1d,2e92ad0e-5048-416b-beb0-c70feb2c5e99,2026-02-27 10:09:00,Jaffle Shop again. Ordered a vanilla ice and a the krautback. This place is terrible.
1f09e461-0dfa-4ea9-9ddf-3fb608868fe7,cb57a645-e937-456f-b5c9-2b5991d0052b,2026-02-27 08:22:00,"Jaffles from the Jaffle Shop are my favorite! Ordered a for richer or pourover , a for richer or pourover , a tangaroo, a the krautback, a nutellaphone who dis?, and a doctor stew."
94c0cc75-6a22-463a-9dc8-bbcb8c3a64b7,18f4f304-e6cb-40bc-81ec-81a5892650f1,2026-02-27 10:39:00,Jaffle Shop again. Ordered a tangaroo and a mel-bun. This place is terrible.
9d867c7b-6895-4c9a-9c85-723e63193259,e85a077a-3156-4b26-bedf-6d5f15dea726,2026-02-27 08:38:00,Jaffles from the Jaffle Shop are fantastic! Ordered a tangaroo.
62391c61-8384-492c-b4ad-a877af1238ff,51d9d217-bcc8-4a4e-a349-4feccc2b903e,2026-02-27 10:49:00,Jaffles from the Jaffle Shop are awesome! Ordered a vanilla ice and a mel-bun.
3219ecf8-f19f-4d7c-aa7c-d997fba5a42f,1bf0e65b-d9bf-4e29-a42c-bb42a34efff9,2026-02-27 09:39:00,Jaffle Shop again. Ordered a for richer or pourover . This place is my least favorite.
6aafa94c-0961-4e80-af6b-5d9d18efebc4,4f9c08cf-3388-40ba-a7af-9571edcec66e,2026-02-27 13:19:00,Jaffle Shop again. Ordered a vanilla ice. This place is awful.
2e7ae95f-ed00-4537-ba12-9a8067f6b983,3ad48cb0-0df2-4f9d-98fc-56ce8b9db5a7,2026-02-27 08:19:00,Jaffles from the Jaffle Shop are awesome! Ordered a for richer or pourover .
8d108e9d-8e03-40d1-876f-f4feaeec238e,73106b17-f26e-42e8-88f5-57d8b7abc6b3,2026-02-27 13:53:00,Jaffle Shop again. Ordered a for richer or pourover . This place is disgusting.
b43a6051-1d6a-4ad7-9cf6-334cba2877c8,f239c120-8653-43d8-9b52-b3d79eb455dd,2026-02-27 12:43:00,Jaffle shop is pretty decent. Ordered a chai and mighty and a doctor stew.
10f0587b-152e-44c4-97c9-155e0b35f524,d387ca8f-9f89-443e-8ee5-a10bc92a6d30,2026-02-27 10:27:00,Jaffle Shop again. Ordered a vanilla ice. This place is awful.
6b5605ba-f2bb-4253-b939-c9e99b2a0568,d53e9eeb-b6bf-47fb-b73d-d94586423e64,2026-02-27 10:51:00,Jaffle shop is alright. Ordered a for richer or pourover  and a nutellaphone who dis?.
8fcbc6f4-ff1d-44c1-a3c9-8884c4ccbfe2,134ef672-99be-48cd-9663-e4857d8b39ca,2026-02-27 08:38:00,Jaffles from the Jaffle Shop are my favorite! Ordered a adele-ade.
7e6a2a4b-b587-4982-a309-e1f6b9f5cef5,7620873a-2b7c-4cf6-a3d6-29a0ba6aa6ea,2026-02-27 10:45:00,Jaffle Shop again. Ordered a chai and mighty and a flame impala. This place is terrible.
9e63d44e-cff3-4ce9-86e8-1ee3e8a009cd,8d8c2400-99a9-4e95-8350-9a5f1000919c,2026-02-27 09:20:00,Jaffles from the Jaffle Shop are delicious! Ordered a tangaroo and a nutellaphone who dis?.
ca4c6b90-bed4-4da3-96c3-dfeece406f4d,9bd3cca4-3f8f-4960-a246-79619567e665,2026-02-27 09:30:00,Jaffle Shop again. Ordered a adele-ade and a flame impala. This place is inedible.
d4a5dbe3-af1c-4cc1-b2d3-9b6be359d1f1,52dc2433-d5f3-4e50-8ead-49b142440d4a,2026-02-27 07:25:00,Jaffles from the Jaffle Shop are sooo gooood! Ordered a adele-ade.
7379877b-8c26-42cb-a094-2b451855243b,34a6af0d-4734-4e63-8c1a-85660d9f3116,2026-02-27 08:46:00,Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice.
9c5ff155-9741-44c7-8dac-ccab04e4f691,55175bff-47af-46ed-9a05-244eda8dd83f,2026-02-27 09:46:00,Jaffle Shop again. Ordered a for richer or pourover  and a doctor stew. This place is inedible.
c0f213bd-5307-4977-ad5e-1572302f9b4b,fba6e2e3-1fda-4c9a-8707-5eb03412cc8b,2026-02-27 08:03:00,Jaffle shop is fine. Ordered a vanilla ice and a flame impala.
32cb6fd0-2e9d-4183-b39a-56039b0ae5bf,e9513ad9-82c4-49d5-85b9-a627eba4c32e,2026-02-27 09:22:00,Jaffle Shop again. Ordered a vanilla ice and a doctor stew. This place is disgusting.
c5c4fd89-ed64-4e66-8fd3-a8b756f1bc44,31492601-7d09-49df-ade0-981a81c6f775,2026-02-27 08:40:00,Jaffle Shop again. Ordered a tangaroo. This place is my least favorite.
bbdd3fbe-75ed-4434-a793-3690ff461c3c,680eb848-ded5-441b-abdb-7c795f12eb6e,2026-02-27 10:40:00,Jaffle Shop again. Ordered a adele-ade. This place is disgusting.
0c417a0a-74c7-4e74-84b3-0119e9dd23db,7c6a62cc-af21-45b3-8d18-6ea364102384,2026-02-27 07:31:00,Jaffles from the Jaffle Shop are fantastic! Ordered a vanilla ice.
582f056a-32ab-4fad-9370-fd6728e56617,9fecd7bc-2e6e-4ed7-a484-df3b0641b19c,2026-02-27 12:46:00,Jaffle Shop again. Ordered a chai and mighty. This place is disgusting.
b9a1a354-3909-4961-ae88-8f5495ebf1d3,4ee70b7d-adb4-4ac6-af1f-837a4f88af98,2026-02-27 08:21:00,Jaffle shop is average. Ordered a vanilla ice.
d701f8d7-0569-42a4-af98-41e350d9aa33,4aca4e48-d73a-4f9a-ab4f-64cf6089c610,2026-02-27 12:52:00,Jaffle Shop again. Ordered a for richer or pourover . This place is gross.
b97f5b9d-e7d9-401c-b479-740cc551b99e,4aeacf73-c4fc-476b-a0f6-21e9408e16c4,2026-02-27 09:54:00,Jaffles from the Jaffle Shop are awesome! Ordered a chai and mighty and a mel-bun.
67060dcc-282d-4b9e-9443-6e45fdfd001c,89fe79d0-a09e-4cff-bdb5-62793228dabb,2026-02-27 10:17:00,Jaffles from the Jaffle Shop are my favorite! Ordered a chai and mighty.
f7379cc3-fa4d-4231-91ec-5f925141bd9f,bfa9e3b7-5c69-4676-b680-f6c17482ea1e,2026-02-27 09:24:00,Jaffle Shop again. Ordered a vanilla ice. This place is the worst.
0175bd04-89e2-4292-8b44-883cd8d6bec6,fe019907-3cd2-4e22-b865-3893659a2322,2026-02-27 11:33:00,Jaffle shop is solid. Ordered a chai and mighty.
7e983f87-1967-49e3-94c9-75cfb3d956e7,f09453a5-f36b-4eee-bbc5-ed25c017e13d,2026-02-27 08:07:00,Jaffles from the Jaffle Shop are awesome! Ordered a adele-ade.
761aeaa4-d825-470c-8d20-aea954c61175,8856e4e4-2241-4d6e-b39c-688072b20f38,2026-02-27 08:45:00,Jaffle Shop again. Ordered a tangaroo. This place is my least favorite.
7501bd47-88f9-4093-a8ed-5c0b84991163,643bc242-e590-41ad-9a1d-17e3f212786c,2026-02-27 10:04:00,Jaffle Shop again. Ordered a chai and mighty and a the krautback. This place is the worst.
31bf7320-9e81-4dd9-b484-1aa450d501c2,d70c1e2f-c08f-48d8-9f14-2057e7535bce,2026-02-27 10:25:00,Jaffle Shop again. Ordered a vanilla ice. This place is gross.
773c8fe6-83d0-4dc9-9b75-255ddfc56383,54d5e33d-4f29-4099-b853-dfa9d506fc13,2026-02-27 07:57:00,Jaffle Shop again. Ordered a chai and mighty and a doctor stew. This place is terrible.
bb1fcb13-fdd7-4b04-bc0d-5b299eab3bc9,cee04119-c39e-4c7a-a39d-726cc820861d,2026-02-27 09:17:00,Jaffles from the Jaffle Shop are the best! Ordered a tangaroo.
cfa85243-6a45-4357-8df7-67aa04cc2e6f,f446f77b-20dd-4403-8c90-1e7499d5f6c7,2026-02-27 09:06:00,Jaffle Shop again. Ordered a adele-ade and a doctor stew. This place is terrible.
e07eaaf8-207e-4112-bae6-f9bdf06b6378,77d29c71-ad37-45a8-9406-1eee7a0fb318,2026-02-27 07:53:00,Jaffle shop is alright. Ordered a vanilla ice.
f36b0883-c8ae-4b0c-a698-975c145442f8,48509f76-2ec4-452d-a2f2-e4f53c794758,2026-02-27 12:43:00,Jaffle Shop again. Ordered a adele-ade. This place is my least favorite.
02d919f5-58e6-4d33-80dc-f26a7fa0543f,eaf2cf98-fc61-47b6-9321-619d55b978eb,2026-02-27 10:23:00,Jaffles from the Jaffle Shop are my favorite! Ordered a for richer or pourover .
ba349279-e058-427a-9cf8-11ea4395f2c3,b0622aee-961f-4157-8e30-5ba0ad202c5b,2026-02-27 12:58:00,Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade and a the krautback.
4e727953-9d39-42b1-942c-f4929fcd62da,0ba5d210-a067-44b3-9766-6ee0a1551970,2026-02-27 10:40:00,Jaffle shop is average. Ordered a vanilla ice.
5f5ddb1b-c05e-4d3a-8fc5-797a33f7d798,721a3c67-b13c-4cad-a7d4-1e893743a207,2026-02-27 07:49:00,Jaffles from the Jaffle Shop are the best! Ordered a vanilla ice.
e8a56c31-9309-4499-abb1-09a418676592,e142b756-f1db-4ce4-8fd2-7f92030104cd,2026-02-27 13:40:00,Jaffle Shop again. Ordered a chai and mighty and a doctor stew. This place is gross.
c302c091-7c54-4d56-9ace-18980ce1035f,7becb25d-046f-4775-84ee-18aa3ac5b520,2026-02-27 10:01:00,Jaffles from the Jaffle Shop are sooo gooood! Ordered a vanilla ice.
8c9e8a86-014c-4036-b042-ac4052270397,44274a8d-526a-4ef7-9e82-632b08b36c40,2026-02-27 11:43:00,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo and a the krautback.
86b6639f-91b6-48ad-b318-5988803bf49f,e21301d5-9c68-418d-8332-b0e678921c65,2026-02-27 10:44:00,Jaffle Shop again. Ordered a chai and mighty. This place is disgusting.
b08f5bc0-af79-4c45-820f-15cf7e01ccbc,9bf90fde-87a6-44f6-b3f1-6b5a8750bf7b,2026-02-27 10:14:00,Jaffle Shop again. Ordered a chai and mighty. This place is disgusting.
c55242eb-bcbc-4f6c-b64f-5a1605302c29,5ca7f6e2-f4c2-4d4c-ba49-ef7cc4c1b19a,2026-02-27 09:27:00,Jaffle shop is just meh. Ordered a adele-ade and a flame impala.
b6898013-1bb2-4236-a31c-ed703386e64f,539e20ac-d959-40d3-9257-55e268fbd8a1,2026-02-27 11:45:00,Jaffles from the Jaffle Shop are my favorite! Ordered a vanilla ice.
c4ff90de-3e93-4569-b803-2b63187fef93,8936b860-5cc2-4e4d-89b6-8cf79eeaf0e3,2026-02-27 08:40:00,Jaffles from the Jaffle Shop are awesome! Ordered a chai and mighty.
7f815502-1b9e-4705-9af9-bec252407d9c,d72eee93-07be-4832-a82e-0939c097ffc5,2026-02-27 10:35:00,Jaffle Shop again. Ordered a vanilla ice and a nutellaphone who dis?. This place is disgusting.
d5f225f8-445a-4c0d-a198-6d2d2191eef1,92da222c-c83d-4829-b59d-494dc31c9a3c,2026-02-27 11:48:00,Jaffle Shop again. Ordered a vanilla ice and a nutellaphone who dis?. This place is terrible.
e515f398-2ad4-4fce-b0e3-f891e60fad20,951a2cbd-4876-4cfb-9012-bb106bb01ac1,2026-02-27 10:35:00,Jaffle Shop again. Ordered a adele-ade and a nutellaphone who dis?. This place is the worst.
f2d75f7d-3da6-494c-8cd2-492d76af494b,7e8f772f-6c32-4051-891b-5c0a763867b0,2026-02-27 07:27:00,Jaffles from the Jaffle Shop are the best! Ordered a chai and mighty.
0cc11c1a-1aa8-40a9-9852-21fb75b5ea62,a3445783-f2a0-445d-a80f-0a54407115c3,2026-02-27 07:48:00,Jaffle Shop again. Ordered a chai and mighty and a nutellaphone who dis?. This place is terrible.
24449d5b-d8cc-41ee-9e01-55003ce7617a,d65e249d-d311-4591-9cab-fe02e1ad1487,2026-02-27 08:42:00,Jaffles from the Jaffle Shop are sooo gooood! Ordered a adele-ade.
3ddce7be-5ae1-4471-9bcd-fc071b1e4bc8,39a0f0ea-5a74-4967-878f-e146e8b0f0db,2026-02-27 10:53:00,Jaffle Shop again. Ordered a adele-ade. This place is disgusting.
d8c974e6-771f-4c51-bbbf-901c9497146c,545bed0c-44d2-4e76-860b-2e22af157af8,2026-02-27 07:24:00,Jaffle Shop again. Ordered a adele-ade. This place is terrible.
82b7eb71-019c-4052-be38-552ca357e7b7,b26c2eb5-5cfe-4a2b-8eb3-49650105c0aa,2026-02-27 11:32:00,Jaffle Shop again. Ordered a for richer or pourover . This place is terrible.
cb0f3490-0b2d-4d74-ac78-4a71d6cdeec5,a2faf80e-f1be-4077-99e8-37d168f72796,2026-02-27 08:31:00,Jaffles from the Jaffle Shop are delicious! Ordered a chai and mighty.
79540bcb-a0d1-46bf-ab1e-cfd760ff1812,f3387994-17f2-4a47-8326-5cf290616061,2026-02-27 12:00:00,Jaffles from the Jaffle Shop are my favorite! Ordered a for richer or pourover  and a doctor stew.
b76aa189-c808-4a2d-b736-981a011f2c26,4c5c5a1d-007f-4e1c-bce0-2c40bf7f1d5d,2026-02-27 08:24:00,Jaffles from the Jaffle Shop are my favorite! Ordered a tangaroo.
cd4975f7-4da5-4219-aab4-fe6a76191a46,a912b2b7-ce0a-4ee0-9923-51256f0553ff,2026-02-27 11:05:00,Jaffle Shop again. Ordered a chai and mighty. This place is disgusting.
f2190e9f-f8aa-404b-a012-e725f963071b,462e7b4b-127c-4d52-800f-0fccea5ae5a1,2026-02-27 14:55:00,Jaffle Shop again. Ordered a adele-ade. This place is gross.
bd890091-2a48-4fa2-b9c2-4a182a725c0a,6707c1b6-819d-467b-bf9e-3051bc603f13,2026-02-27 09:07:00,Jaffle Shop again. Ordered a vanilla ice and a the krautback. This place is the worst.
7780c485-c5e7-4dca-bd6a-ff63af161ae6,d954dc65-4e57-4475-9de8-0e66e51260c0,2026-02-27 09:05:00,Jaffles from the Jaffle Shop are sooo gooood! Ordered a tangaroo.
d502e001-5d07-4dc5-a2cb-dca94718a66e,8ffc33e4-27cb-4f9b-8194-f86ab1b15c26,2026-02-27 13:08:00,Jaffle Shop again. Ordered a adele-ade and a nutellaphone who dis?. This place is awful.
ce482851-684b-41cc-9e16-b403df02e64c,ec9b879b-a95f-4e63-b871-06ba529c4fba,2026-02-27 07:19:00,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty and a doctor stew.
706ea82a-baa7-4bc1-ac26-462b00008ad1,d16742ea-e12f-4e23-9bc4-fff907b02d6d,2026-02-27 09:20:00,Jaffle Shop again. Ordered a vanilla ice and a the krautback. This place is inedible.
a460e53a-b9ab-457d-919d-2ccb2e6f40cc,b5f16826-7a40-4740-a5ef-1372705f7cb7,2026-02-27 10:59:00,Jaffles from the Jaffle Shop are awesome! Ordered a chai and mighty.
