id,customer,ordered_at,store_id,subtotal,tax_paid,order_total
15a96888-3ee0-49bc-902b-51a97fa491fe,b55ae087-4d89-4617-aa33-06713c26d33f,2023-09-01 10:20:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
3cdb321d-d512-468c-8739-02d20712eec4,4fcc0872-92d6-42c5-812d-09a438c77685,2023-09-01 08:17:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,3400,204,3604
bf72d0b6-5c27-4cb6-b93c-f4080a09de0e,3ba2f6c4-6f3d-41ad-85e5-a7eb501bc628,2023-09-02 09:28:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1100,65,1165
811b2e8d-7857-459a-bb35-2a073e3c90c6,a3cf3465-8f59-4194-ac0c-c5cf36282e4b,2023-09-02 08:07:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
7472e69f-7ce8-4ad9-b3ed-6b1bb00ee128,0b90aaf3-460f-41b7-8af1-2caf3794e1ba,2023-09-02 09:12:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,3700,221,3921
59842537-eae6-494e-9e9a-681edd9ae007,c62d4d54-13cc-438e-8c57-a60c07f10040,2023-09-03 10:05:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,8500,509,9009
737b319b-9d2a-438c-a758-db1f8d5a4f32,67e2c050-fdc4-4a96-a635-15cf662c2d09,2023-09-03 09:38:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
468ffd6f-8008-47b3-8a92-0fa4cddb1d4d,310e824e-c798-4d41-9558-23898f16ba13,2023-09-04 10:07:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
b34c9700-687e-4cc0-8383-b1c307ed8b29,16e4f99a-ea67-4d5a-80a2-ed21f68a7d8c,2023-09-04 13:10:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1700,102,1802
a8c83580-b29a-4298-8dfc-950b3d02a381,8fb994ee-525f-4306-a2f3-1b687ec849fa,2023-09-04 07:36:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1800,108,1908
c8a2fd84-3a33-4ea6-bec3-9776981fc7df,ee658a86-8afd-477f-aa34-aca30d3eeb55,2023-09-04 07:45:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1200,72,1272
5f948a22-4cac-4225-8b07-dd5746e0da13,81abb013-c13c-4434-acc7-4421577d650e,2023-09-04 12:00:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1800,108,1908
179e944f-0d49-4098-95e8-4f0f609edb6b,4e302c04-b07a-4f10-ab6e-e3c38b32aa71,2023-09-04 09:08:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
af44206b-7608-4358-8408-8bbd31340abb,7572868d-ce85-4e92-aa59-f13c8b51b687,2023-09-04 07:09:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
005460bf-c16b-41b6-b1b6-1edd57e258b4,61a7aeb4-e376-49c6-80d9-bf5a2547ffbe,2023-09-04 07:55:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,4200,252,4452
5794138f-0c34-4ad5-bc74-048f278699a4,0bdc5c8a-4658-47d0-825e-379ecbb9cfe0,2023-09-04 08:13:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
201cc49b-27e4-4bb7-a270-cb896912be61,17ce1640-af95-4a95-b3f0-f78edd07a24c,2023-09-04 07:13:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1800,108,1908
85e2ec8b-7fa3-4769-a428-b1b145d81dd7,eba48d54-75df-4fe6-92cd-52668ee52a92,2023-09-04 07:00:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
f6e61dc0-3f9b-47c1-acf4-dd6a65373303,cf8fe954-b882-4afa-80e4-3145909f2959,2023-09-04 08:03:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
588a0ef5-04fa-4943-bfb9-bd3f5bb0f533,03017775-1b75-4b05-8875-d78b91271259,2023-09-04 07:36:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
8c6a3d3c-4586-486e-bf99-8c069fb29377,5ab26060-00d6-4778-93d3-26d3e91a64d7,2023-09-05 09:23:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
1066a56c-4c45-4b24-890e-3282b839b9f0,aca23fb8-2389-4f25-a6e6-e7b1dea8d27f,2023-09-05 10:06:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
b3f735d2-eada-43af-9366-d222f06535b4,c53d015d-bec0-46e5-9ce7-21a702dc3447,2023-09-05 07:00:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1100,65,1165
3093ad3c-5190-4701-bde0-8bc9de4b4f11,ee658a86-8afd-477f-aa34-aca30d3eeb55,2023-09-05 07:12:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,800,48,848
0b6f2dd6-e261-410c-b7a2-35374528ed2b,7572868d-ce85-4e92-aa59-f13c8b51b687,2023-09-05 07:22:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1400,84,1484
7cf41af7-cd08-424d-8b60-ff254d36b8a9,64877fe2-6398-4798-a7c2-42f4432d9fa9,2023-09-05 12:06:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1600,96,1696
25deda07-8384-406c-8590-58dd3e68fb9e,6099c0d2-0197-4b11-a16f-28472bdea518,2023-09-05 08:35:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1700,102,1802
d692b15d-b191-4869-af5b-a2c3e965a4b8,0bdc5c8a-4658-47d0-825e-379ecbb9cfe0,2023-09-05 10:33:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1200,72,1272
af9b5201-5028-498a-aa96-72720429b503,d8b197f4-dd87-4235-af8e-b6c9a80c7b80,2023-09-05 11:03:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1800,108,1908
d1c43707-ecc9-4d1d-bc85-68a4df4f58ae,843a90df-79a9-4780-bf27-94e360c3aae7,2023-09-05 08:18:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,2100,126,2226
2f909a0a-e6a0-4f1c-9931-fb4867962dab,b6682296-1a52-4b88-940b-fa32fe84638f,2023-09-05 10:24:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1200,72,1272
c9faab17-c699-4f61-80fd-0e38c7eeae22,a14895f2-2390-42dd-adf0-89eaff5759ba,2023-09-06 08:28:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1500,89,1589
5c69f3c8-5397-4c50-a2e3-3931e6f776d0,0780790d-c6bf-4799-8fcb-867e878ab377,2023-09-06 08:38:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,2000,120,2120
672ec31f-26a2-474d-ab56-ac81d412b4d8,67e2c050-fdc4-4a96-a635-15cf662c2d09,2023-09-06 08:04:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
9112406a-36d7-4908-a985-20af13ec8759,d76927dd-19ee-499c-83cf-5e65c65d15ef,2023-09-06 07:42:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,700,42,742
71a69eef-b05a-4038-98c3-5a9ea7eee4aa,843a90df-79a9-4780-bf27-94e360c3aae7,2023-09-06 07:33:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
77de42a7-3007-471f-af9f-bc544e8f46f4,be1199b4-fb77-401a-9e23-5f3d9c3fcec1,2023-09-06 07:42:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,3100,186,3286
0253c0bb-27ee-4b78-ae60-f49479854d5c,54a54bac-e501-42e0-a220-313c2d647f99,2023-09-06 07:22:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,2400,144,2544
a5246d50-6385-449e-bf7d-b56194e0b663,cba0d619-47ed-48e6-976e-a83186c29744,2023-09-06 10:22:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
0d7b914c-88c0-4f26-a575-7570e10370f1,32d062aa-5f96-48fd-a166-039549dffc22,2023-09-06 09:02:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
dee41611-721d-421a-b4ac-85bdf0ac58ae,b6682296-1a52-4b88-940b-fa32fe84638f,2023-09-06 07:58:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1800,108,1908
2be8d410-22ef-4cfd-bf13-903aa2cd74bd,03017775-1b75-4b05-8875-d78b91271259,2023-09-06 08:33:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
df08fa3a-1586-46f2-b6f9-736bfc952581,0780790d-c6bf-4799-8fcb-867e878ab377,2023-09-07 07:39:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
1f65bfa3-349c-4ac1-8ff9-3248610a7ef8,d0c0a642-03b6-4fae-a26b-5ba107596dbc,2023-09-07 08:58:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,700,42,742
399f7044-03e6-4f51-b970-eef5e1609cb2,a3cf3465-8f59-4194-ac0c-c5cf36282e4b,2023-09-07 08:40:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
caa2a39c-7aa6-4aa6-ad38-ee9d4d3e1ad3,c53d015d-bec0-46e5-9ce7-21a702dc3447,2023-09-07 09:06:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
cebee475-1ab2-4228-b240-01c2bd63164b,4e302c04-b07a-4f10-ab6e-e3c38b32aa71,2023-09-07 09:32:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
945b63bc-2fc9-4429-b4a3-63505bd7dea2,7572868d-ce85-4e92-aa59-f13c8b51b687,2023-09-07 08:02:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
7465898f-fb29-419a-88f2-d1d27f8b212e,6099c0d2-0197-4b11-a16f-28472bdea518,2023-09-07 12:06:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1500,89,1589
c6be1a3d-26cf-4b37-a085-dcc60208cd9f,0bdc5c8a-4658-47d0-825e-379ecbb9cfe0,2023-09-07 09:26:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1200,72,1272
23924bd6-b25f-4e53-9a26-214dff756612,eba48d54-75df-4fe6-92cd-52668ee52a92,2023-09-07 07:59:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,900,54,954
a40cc714-9e66-4a86-851b-75cbe9b2377f,c768d457-c68c-4b4c-87cb-c4dc98e741a5,2023-09-07 07:02:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
7a2240b2-b49e-4f9a-9b24-ba756463ae29,843a90df-79a9-4780-bf27-94e360c3aae7,2023-09-07 11:43:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
ae50ca21-9019-4918-acb0-caf59330e307,a043132e-5ca8-497e-8c58-abfdea73c9da,2023-09-07 07:13:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,3700,221,3921
cdb6b9b6-bdd2-4686-b0f9-8752c8146b1d,54a54bac-e501-42e0-a220-313c2d647f99,2023-09-07 08:57:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,4600,276,4876
cd2f4227-cda3-412a-a64b-fbd0d3971989,cf8fe954-b882-4afa-80e4-3145909f2959,2023-09-07 07:54:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,2000,120,2120
d439c518-3e1f-4ce0-a516-60f2a909134e,b55ae087-4d89-4617-aa33-06713c26d33f,2023-09-07 07:57:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
2e00aa2e-62c8-4a37-91f9-db39159d14ea,03017775-1b75-4b05-8875-d78b91271259,2023-09-07 08:36:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1100,65,1165
bea97ac9-cf14-4b4f-810c-f0794113e835,a14895f2-2390-42dd-adf0-89eaff5759ba,2023-09-08 11:40:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
3cddc076-2a00-409e-bb76-d8f1e9b5fa6c,94858156-8db0-4808-b232-f19a2a1098c6,2023-09-08 07:57:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
52ad28e2-f02c-48c9-9bce-a2f300a9baca,7778ca9a-e38d-45bf-b570-ab797440d9fc,2023-09-08 09:45:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
42f05132-ba4c-4b27-b269-2d282b80035d,5ab26060-00d6-4778-93d3-26d3e91a64d7,2023-09-08 07:50:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
e29d0a79-d7ee-4555-ae59-e53603b97742,137af106-44ad-4d6e-b004-d313c3c7e4cb,2023-09-08 09:08:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
4075143c-5394-4a30-b2f3-e7d29dc1b8bd,6099c0d2-0197-4b11-a16f-28472bdea518,2023-09-08 08:42:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1600,96,1696
de3ce482-5bb7-4a4c-99a3-83743c4c665e,d8b197f4-dd87-4235-af8e-b6c9a80c7b80,2023-09-08 11:45:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
86c28e0a-4925-488f-8282-ed62589333c3,eba48d54-75df-4fe6-92cd-52668ee52a92,2023-09-08 07:11:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,2700,162,2862
ec1c4a8a-211d-4df6-ab17-008f0f162a31,c768d457-c68c-4b4c-87cb-c4dc98e741a5,2023-09-08 07:07:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
779a1c26-bca1-4357-bb4f-011f882ae82c,d703f25e-d0c8-4859-a4d4-30c250488124,2023-09-08 07:27:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
bf0fca39-b3c6-43ac-8c1f-cbea8eecd2ae,cba0d619-47ed-48e6-976e-a83186c29744,2023-09-08 07:48:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,900,54,954
1415dcf1-ead1-4994-a68c-ac5e557184d0,0c30f15d-befe-4c10-b68e-b28a019a0e0a,2023-09-08 08:21:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,700,42,742
0c6879b9-7bb4-4c91-8da0-269a3e970fca,d10bc6db-a10a-44bd-bf5f-2c3d7707df94,2023-09-09 08:14:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
1d78af62-b9fc-4d64-9f33-ea09f3a7cd87,933cef57-da25-459c-8619-d810f87ac601,2023-09-09 08:24:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,6500,390,6890
3e0ec0d3-701a-46c0-9b0c-e9f9a1be4c1a,a14895f2-2390-42dd-adf0-89eaff5759ba,2023-09-10 10:19:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
72fbdd9a-de79-4e7e-992b-5801432f0d93,0bdc5c8a-4658-47d0-825e-379ecbb9cfe0,2023-09-10 11:12:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
8fe6b2b2-2232-43eb-a51a-f1a6da4f7abf,d8b197f4-dd87-4235-af8e-b6c9a80c7b80,2023-09-10 08:59:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
0e491244-b673-4d36-a196-b6e3172da36e,03ad1502-4037-4016-8743-defd3a98b7ca,2023-09-10 08:27:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,8600,516,9116
3e2d3d9f-39a9-4c01-9368-3260d04f30f2,b0265e95-e634-461d-9df4-8b34ea0459cd,2023-09-11 07:49:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
67f910ab-e78c-475a-823e-ad070282aa8e,d0c0a642-03b6-4fae-a26b-5ba107596dbc,2023-09-11 12:01:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,2300,138,2438
9f3a96fc-4e2a-42c2-9650-ffb3bda9129d,5ab26060-00d6-4778-93d3-26d3e91a64d7,2023-09-11 07:32:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
619c375d-cffa-48d5-ba4b-82ee9fe9cc61,c53d015d-bec0-46e5-9ce7-21a702dc3447,2023-09-11 09:03:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1100,65,1165
c8a57453-4920-42fb-a95f-46acf02fa1bc,4e302c04-b07a-4f10-ab6e-e3c38b32aa71,2023-09-11 08:18:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,700,42,742
5f6fffc9-cbf2-4b73-b5ff-2007cf355420,92b3d9ed-b2ec-4818-bb4f-8c13c45b5000,2023-09-11 10:06:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1700,102,1802
a4891d85-0f31-47df-aa9c-9fbb7bd315b4,7f4d2bdc-227e-4b62-8ede-573f37647ac5,2023-09-11 08:46:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
697d081f-c6fd-460c-bde7-a5bcb08c34f7,d8a6a3f8-593c-40fa-9301-bed55868dd80,2023-09-11 09:31:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
190a8f4a-ad23-4893-875b-cec73753474f,843a90df-79a9-4780-bf27-94e360c3aae7,2023-09-11 09:11:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
1d22456e-7dbe-4dec-9255-464e5133904c,55006349-1238-4f9b-a958-abb1f81e1909,2023-09-11 07:35:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
62b65bf8-08a0-4cc1-a21c-f77fb29f6ea0,0c30f15d-befe-4c10-b68e-b28a019a0e0a,2023-09-11 07:53:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
ef3d8648-bf02-454f-a25f-afc82781713d,310e824e-c798-4d41-9558-23898f16ba13,2023-09-12 10:43:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
0b18b759-33a8-49fd-ae47-33072133eba5,b846333e-5ef7-4d05-9ce2-1d788f37a8cf,2023-09-12 08:28:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
a681d544-5e71-4e07-a26c-db678d3ca1bf,0780790d-c6bf-4799-8fcb-867e878ab377,2023-09-12 09:34:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1900,113,2013
0d27ccc0-d1f1-44f3-8ff5-c327996ff3f0,aca23fb8-2389-4f25-a6e6-e7b1dea8d27f,2023-09-12 09:12:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1000,60,1060
ca03b6dc-12ee-47d5-8269-138cd5751737,81abb013-c13c-4434-acc7-4421577d650e,2023-09-12 09:31:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1700,102,1802
f86fec74-2b67-4dbf-bd3e-c12789072730,4e302c04-b07a-4f10-ab6e-e3c38b32aa71,2023-09-12 07:32:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,700,42,742
ae277755-32d3-4bd6-94f1-666ba16a77e8,b6c55ae0-05b1-4e35-b833-820e53ac655a,2023-09-12 09:17:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,2300,138,2438
7ae03890-4b10-4e71-9613-533575d1b259,0bdc5c8a-4658-47d0-825e-379ecbb9cfe0,2023-09-12 08:25:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,700,42,742
44c09964-56b2-4e0b-ab72-41b39a4cb119,b9deb253-9d53-49e0-b346-4968ddaa0940,2023-09-12 08:30:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,2400,144,2544
565c9c99-08ca-4c91-9221-e64d451d375d,a665829d-b450-4cef-be5e-008f3deebc98,2023-09-12 10:52:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,900,54,954
d4d7dd92-6083-468b-a46b-90ba3e85123f,b55ae087-4d89-4617-aa33-06713c26d33f,2023-09-12 10:06:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1000,60,1060
5b965596-7abc-4a04-acf4-64e40a34a780,310e824e-c798-4d41-9558-23898f16ba13,2023-09-13 11:39:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
b3a44c21-3b33-480c-a5bc-f718f5ab7fdd,94858156-8db0-4808-b232-f19a2a1098c6,2023-09-13 07:33:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
bed1744a-4911-4cc3-8949-3111315b7cd5,7778ca9a-e38d-45bf-b570-ab797440d9fc,2023-09-13 07:54:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
2eda13a6-91f3-444c-a467-8f6d7c52bb1a,ee658a86-8afd-477f-aa34-aca30d3eeb55,2023-09-13 07:10:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1100,65,1165
1ce86051-7dba-4026-ad05-fb06ff373a4e,7572868d-ce85-4e92-aa59-f13c8b51b687,2023-09-13 10:25:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1000,60,1060
2247654c-a62c-4d72-88cd-6355163b31c8,0b90aaf3-460f-41b7-8af1-2caf3794e1ba,2023-09-13 09:24:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,2600,156,2756
da8a158e-07c7-432c-97c4-c3c25603d2e0,d76927dd-19ee-499c-83cf-5e65c65d15ef,2023-09-13 07:59:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,700,42,742
1c506397-531e-44c5-9e37-bc7a7a8e606d,d51223e0-d243-452a-9960-a96759af2089,2023-09-13 07:22:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
7126efc1-6570-418d-8661-458a3818eaa5,6099c0d2-0197-4b11-a16f-28472bdea518,2023-09-13 09:12:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
09bfad75-5750-4981-b59e-919fe9dc58ef,0bdc5c8a-4658-47d0-825e-379ecbb9cfe0,2023-09-13 09:11:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1800,108,1908
36c1a46f-cc3b-4477-b577-cce195435c65,eba48d54-75df-4fe6-92cd-52668ee52a92,2023-09-13 11:20:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
4c2859d2-3005-4958-b7f5-516ed42d4376,55006349-1238-4f9b-a958-abb1f81e1909,2023-09-13 08:41:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
a711d22a-3bdc-4f19-9e19-181b58b0c06f,cf8fe954-b882-4afa-80e4-3145909f2959,2023-09-13 12:34:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1900,113,2013
0ab13f4d-5198-48b1-987d-21c5fb02eefe,0c30f15d-befe-4c10-b68e-b28a019a0e0a,2023-09-13 08:50:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1100,65,1165
499bc41d-85d4-4fc4-8d9c-2333eddd451e,be1ab605-1d68-4372-bd83-0ba15dde2410,2023-09-14 09:03:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
3fa79201-9357-4509-a2b9-c83d4e6ce868,4186328a-856d-4c78-bda8-c53d1ed54f47,2023-09-14 07:34:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,500,30,530
82df9bfa-7eeb-449f-8e5b-4e2ad4bce5f2,aca23fb8-2389-4f25-a6e6-e7b1dea8d27f,2023-09-14 09:56:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,700,42,742
1ad94300-bd26-42a1-98ca-c89c5ea3b258,7572868d-ce85-4e92-aa59-f13c8b51b687,2023-09-14 07:39:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
c0fb0a8b-01fd-49db-a410-11ceda8a3881,d51223e0-d243-452a-9960-a96759af2089,2023-09-14 08:13:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,700,42,742
ad1197c9-74a3-45d8-ae01-28f9adbf1143,2dd40554-650c-4abe-aabf-0e08274497c2,2023-09-14 07:55:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
daa53ca1-1c44-4cd9-8852-52fba54bfdb0,a665829d-b450-4cef-be5e-008f3deebc98,2023-09-14 08:42:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1500,89,1589
202d6ce1-deaf-49a7-8d05-033f73b119b5,03017775-1b75-4b05-8875-d78b91271259,2023-09-14 07:51:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,700,42,742
8adfb493-0c65-4e7b-9162-dbbdbfe9b8a1,eb8786e2-bb46-41b7-98e0-d30bfbe63355,2023-09-14 07:28:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,0,0,0
00bb47bd-c4d0-4d0e-9278-b235048b9a47,d10bc6db-a10a-44bd-bf5f-2c3d7707df94,2023-09-15 07:09:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,600,36,636
0409dc13-efc0-4860-82f9-efa3ab99b322,310e824e-c798-4d41-9558-23898f16ba13,2023-09-15 07:25:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,1800,108,1908
8f28c961-2e9a-4e58-a56e-321c17790504,be1ab605-1d68-4372-bd83-0ba15dde2410,2023-09-15 08:01:00,13a495c8-e14a-4e5c-bd67-024e21729fcd,400,24,424
